"chr","coord","gene_name","refseqID","rel_location","utr5_st","utr5_end","cds_st","cds_end","utr3_st","utr3_end","utr5_size","cds_size","utr3_size"
"chr12",57755862,"MARCHF9","ENST00000266643.6",1.32084534101825,759,334,333,-707,-708,-2221,425,1040,1513
"chr12",57755872,"MARCHF9","ENST00000266643.6",1.33045148895293,769,344,343,-697,-698,-2211,425,1040,1513
"chr12",68839741,"MDM2","ENST00000258148.11",1.91873589164786,1234,1221,1220,-108,-109,-126,13,1328,17
"chr12",123621792,"EIF2B1","ENST00000424014.7",1.96078431372549,1010,882,881,-36,-37,-1386,128,917,1349
"chr12",123621814,"EIF2B1","ENST00000424014.7",1.93681917211329,988,860,859,-58,-59,-1408,128,917,1349
"chr12",123621816,"EIF2B1","ENST00000424014.7",1.93464052287582,986,858,857,-60,-61,-1410,128,917,1349
"chr12",123621818,"EIF2B1","ENST00000424014.7",1.93246187363834,984,856,855,-62,-63,-1412,128,917,1349
"chr12",123621820,"EIF2B1","ENST00000424014.7",1.93028322440087,982,854,853,-64,-65,-1414,128,917,1349
"chr12",123621850,"EIF2B1","ENST00000424014.7",1.89760348583878,952,824,823,-94,-95,-1444,128,917,1349
"chr12",123621882,"EIF2B1","ENST00000424014.7",1.86274509803922,920,792,791,-126,-127,-1476,128,917,1349
"chr12",123621892,"EIF2B1","ENST00000424014.7",1.85185185185185,910,782,781,-136,-137,-1486,128,917,1349
"chr12",123621902,"EIF2B1","ENST00000424014.7",1.84095860566449,900,772,771,-146,-147,-1496,128,917,1349
"chr12",123621904,"EIF2B1","ENST00000424014.7",1.83877995642702,898,770,769,-148,-149,-1498,128,917,1349
"chr12",123621905,"EIF2B1","ENST00000424014.7",1.83769063180828,897,769,768,-149,-150,-1499,128,917,1349
"chr12",123622648,"EIF2B1","ENST00000424014.7",1.80718954248366,869,741,740,-177,-178,-1527,128,917,1349
"chr12",123622657,"EIF2B1","ENST00000424014.7",1.79738562091503,860,732,731,-186,-187,-1536,128,917,1349
"chr12",123622661,"EIF2B1","ENST00000424014.7",1.79302832244009,856,728,727,-190,-191,-1540,128,917,1349
"chr12",123622666,"EIF2B1","ENST00000424014.7",1.78758169934641,851,723,722,-195,-196,-1545,128,917,1349
"chr12",123622699,"EIF2B1","ENST00000424014.7",1.7516339869281,818,690,689,-228,-229,-1578,128,917,1349
"chr12",123622718,"EIF2B1","ENST00000424014.7",1.73093681917211,799,671,670,-247,-248,-1597,128,917,1349
"chr12",123622721,"EIF2B1","ENST00000424014.7",1.7276688453159,796,668,667,-250,-251,-1600,128,917,1349
"chr12",123622724,"EIF2B1","ENST00000424014.7",1.7244008714597,793,665,664,-253,-254,-1603,128,917,1349
"chr12",123622731,"EIF2B1","ENST00000424014.7",1.71677559912854,786,658,657,-260,-261,-1610,128,917,1349
"chr12",123622748,"EIF2B1","ENST00000424014.7",1.69825708061002,769,641,640,-277,-278,-1627,128,917,1349
"chr12",123622752,"EIF2B1","ENST00000424014.7",1.69389978213508,765,637,636,-281,-282,-1631,128,917,1349
"chr13",48480025,"RB1","ENST00000267163.6",1.98349479727305,2902,2741,2740,-46,-47,-1865,161,2786,1818
"chr13",48490134,"RCBTB2","ENST00000344532.8",1.98611111111111,1903,1633,1632,-23,-24,-1171,270,1655,1147
"chr13",48490154,"RCBTB2","ENST00000344532.8",1.97403381642512,1883,1613,1612,-43,-44,-1191,270,1655,1147
"chr13",48490172,"RCBTB2","ENST00000344532.8",1.96316425120773,1865,1595,1594,-61,-62,-1209,270,1655,1147
"chr13",48490180,"RCBTB2","ENST00000344532.8",1.95833333333333,1857,1587,1586,-69,-70,-1217,270,1655,1147
"chr13",48490209,"RCBTB2","ENST00000344532.8",1.94082125603865,1828,1558,1557,-98,-99,-1246,270,1655,1147
"chr14",35402016,"NFKBIA","ENST00000216797.10",1.99685534591195,1055,951,950,-3,-4,-503,104,953,499
"chr14",35402053,"NFKBIA","ENST00000216797.10",1.958071278826,1018,914,913,-40,-41,-540,104,953,499
"chr14",35402414,"NFKBIA","ENST00000216797.10",1.92872117400419,990,886,885,-68,-69,-568,104,953,499
"chr14",35402427,"NFKBIA","ENST00000216797.10",1.91509433962264,977,873,872,-81,-82,-581,104,953,499
"chr14",35402478,"NFKBIA","ENST00000216797.10",1.86163522012579,926,822,821,-132,-133,-632,104,953,499
"chr14",35402488,"NFKBIA","ENST00000216797.10",1.85115303983229,916,812,811,-142,-143,-642,104,953,499
"chr14",35402497,"NFKBIA","ENST00000216797.10",1.84171907756813,907,803,802,-151,-152,-651,104,953,499
"chr14",35402500,"NFKBIA","ENST00000216797.10",1.83857442348008,904,800,799,-154,-155,-654,104,953,499
"chr14",35402503,"NFKBIA","ENST00000216797.10",1.83542976939203,901,797,796,-157,-158,-657,104,953,499
"chr14",35402531,"NFKBIA","ENST00000216797.10",1.80607966457023,873,769,768,-185,-186,-685,104,953,499
"chr14",35402536,"NFKBIA","ENST00000216797.10",1.80083857442348,868,764,763,-190,-191,-690,104,953,499
"chr14",35402539,"NFKBIA","ENST00000216797.10",1.79769392033543,865,761,760,-193,-194,-693,104,953,499
"chr14",35402554,"NFKBIA","ENST00000216797.10",1.78197064989518,850,746,745,-208,-209,-708,104,953,499
"chr14",35402557,"NFKBIA","ENST00000216797.10",1.77882599580713,847,743,742,-211,-212,-711,104,953,499
"chr14",35402561,"NFKBIA","ENST00000216797.10",1.77463312368973,843,739,738,-215,-216,-715,104,953,499
"chr14",35402567,"NFKBIA","ENST00000216797.10",1.76834381551363,837,733,732,-221,-222,-721,104,953,499
"chr14",35402570,"NFKBIA","ENST00000216797.10",1.76519916142558,834,730,729,-224,-225,-724,104,953,499
"chr14",35402598,"NFKBIA","ENST00000216797.10",1.73584905660377,806,702,701,-252,-253,-752,104,953,499
"chr14",35402617,"NFKBIA","ENST00000216797.10",1.71593291404612,787,683,682,-271,-272,-771,104,953,499
"chr14",35402628,"NFKBIA","ENST00000216797.10",1.70440251572327,776,672,671,-282,-283,-782,104,953,499
"chr14",35402635,"NFKBIA","ENST00000216797.10",1.69706498951782,769,665,664,-289,-290,-789,104,953,499
"chr14",35402638,"NFKBIA","ENST00000216797.10",1.69392033542977,766,662,661,-292,-293,-792,104,953,499
"chr14",35402653,"NFKBIA","ENST00000216797.10",1.67819706498952,751,647,646,-307,-308,-807,104,953,499
"chr14",35402829,"NFKBIA","ENST00000216797.10",1.60587002096436,682,578,577,-376,-377,-876,104,953,499
"chr14",35402854,"NFKBIA","ENST00000216797.10",1.57966457023061,657,553,552,-401,-402,-901,104,953,499
"chr14",35403162,"NFKBIA","ENST00000216797.10",1.56079664570231,639,535,534,-419,-420,-919,104,953,499
"chr14",35403179,"NFKBIA","ENST00000216797.10",1.54297693920335,622,518,517,-436,-437,-936,104,953,499
"chr14",35403185,"NFKBIA","ENST00000216797.10",1.53668763102725,616,512,511,-442,-443,-942,104,953,499
"chr14",35403222,"NFKBIA","ENST00000216797.10",1.4979035639413,579,475,474,-479,-480,-979,104,953,499
"chr14",35403253,"NFKBIA","ENST00000216797.10",1.46540880503145,548,444,443,-510,-511,-1010,104,953,499
"chr14",35403264,"NFKBIA","ENST00000216797.10",1.4538784067086,537,433,432,-521,-522,-1021,104,953,499
"chr14",35403277,"NFKBIA","ENST00000216797.10",1.44025157232704,524,420,419,-534,-535,-1034,104,953,499
"chr14",35403325,"NFKBIA","ENST00000216797.10",1.38993710691824,476,372,371,-582,-583,-1082,104,953,499
"chr14",35403333,"NFKBIA","ENST00000216797.10",1.38155136268344,468,364,363,-590,-591,-1090,104,953,499
"chr14",39180512,"PNN","ENST00000216832.9",1.3727948003714,828,803,802,-1351,-1352,-2708,25,2153,1356
"chr14",39180534,"PNN","ENST00000216832.9",1.38300835654596,850,825,824,-1329,-1330,-2686,25,2153,1356
"chr14",39180543,"PNN","ENST00000216832.9",1.38718662952646,859,834,833,-1320,-1321,-2677,25,2153,1356
"chr14",39180568,"PNN","ENST00000216832.9",1.39879294336119,884,859,858,-1295,-1296,-2652,25,2153,1356
"chr14",39180570,"PNN","ENST00000216832.9",1.39972144846797,886,861,860,-1293,-1294,-2650,25,2153,1356
"chr14",39180588,"PNN","ENST00000216832.9",1.40807799442897,904,879,878,-1275,-1276,-2632,25,2153,1356
"chr14",39180612,"PNN","ENST00000216832.9",1.41922005571031,928,903,902,-1251,-1252,-2608,25,2153,1356
"chr14",39180617,"PNN","ENST00000216832.9",1.42154131847725,933,908,907,-1246,-1247,-2603,25,2153,1356
"chr14",39180629,"PNN","ENST00000216832.9",1.42711234911792,945,920,919,-1234,-1235,-2591,25,2153,1356
"chr14",39180650,"PNN","ENST00000216832.9",1.43686165273909,966,941,940,-1213,-1214,-2570,25,2153,1356
"chr14",39180659,"PNN","ENST00000216832.9",1.44103992571959,975,950,949,-1204,-1205,-2561,25,2153,1356
"chr14",39180675,"PNN","ENST00000216832.9",1.44846796657382,991,966,965,-1188,-1189,-2545,25,2153,1356
"chr14",39180683,"PNN","ENST00000216832.9",1.45218198700093,999,974,973,-1180,-1181,-2537,25,2153,1356
"chr14",39180711,"PNN","ENST00000216832.9",1.46518105849582,1027,1002,1001,-1152,-1153,-2509,25,2153,1356
"chr14",39180720,"PNN","ENST00000216832.9",1.46935933147632,1036,1011,1010,-1143,-1144,-2500,25,2153,1356
"chr14",39180748,"PNN","ENST00000216832.9",1.48235840297122,1064,1039,1038,-1115,-1116,-2472,25,2153,1356
"chr14",39180756,"PNN","ENST00000216832.9",1.48607242339833,1072,1047,1046,-1107,-1108,-2464,25,2153,1356
"chr14",39180767,"PNN","ENST00000216832.9",1.49117920148561,1083,1058,1057,-1096,-1097,-2453,25,2153,1356
"chr14",39180788,"PNN","ENST00000216832.9",1.50092850510678,1104,1079,1078,-1075,-1076,-2432,25,2153,1356
"chr14",39180825,"PNN","ENST00000216832.9",1.51810584958217,1141,1116,1115,-1038,-1039,-2395,25,2153,1356
"chr14",39180842,"PNN","ENST00000216832.9",1.52599814298979,1158,1133,1132,-1021,-1022,-2378,25,2153,1356
"chr14",39180845,"PNN","ENST00000216832.9",1.52739090064995,1161,1136,1135,-1018,-1019,-2375,25,2153,1356
"chr14",39180850,"PNN","ENST00000216832.9",1.5297121634169,1166,1141,1140,-1013,-1014,-2370,25,2153,1356
"chr14",39180854,"PNN","ENST00000216832.9",1.53156917363046,1170,1145,1144,-1009,-1010,-2366,25,2153,1356
"chr14",39180879,"PNN","ENST00000216832.9",1.54317548746518,1195,1170,1169,-984,-985,-2341,25,2153,1356
"chr14",39180898,"PNN","ENST00000216832.9",1.55199628597957,1214,1189,1188,-965,-966,-2322,25,2153,1356
"chr14",39180934,"PNN","ENST00000216832.9",1.56870937790158,1250,1225,1224,-929,-930,-2286,25,2153,1356
"chr14",39180990,"PNN","ENST00000216832.9",1.59470752089136,1306,1281,1280,-873,-874,-2230,25,2153,1356
"chr14",39181014,"PNN","ENST00000216832.9",1.6058495821727,1330,1305,1304,-849,-850,-2206,25,2153,1356
"chr14",39181057,"PNN","ENST00000216832.9",1.62581244196843,1373,1348,1347,-806,-807,-2163,25,2153,1356
"chr14",39181065,"PNN","ENST00000216832.9",1.62952646239554,1381,1356,1355,-798,-799,-2155,25,2153,1356
"chr14",39181115,"PNN","ENST00000216832.9",1.652739090065,1431,1406,1405,-748,-749,-2105,25,2153,1356
"chr14",39181157,"PNN","ENST00000216832.9",1.67223769730734,1473,1448,1447,-706,-707,-2063,25,2153,1356
"chr14",39181185,"PNN","ENST00000216832.9",1.68523676880223,1501,1476,1475,-678,-679,-2035,25,2153,1356
"chr14",39181193,"PNN","ENST00000216832.9",1.68895078922934,1509,1484,1483,-670,-671,-2027,25,2153,1356
"chr14",39181199,"PNN","ENST00000216832.9",1.69173630454967,1515,1490,1489,-664,-665,-2021,25,2153,1356
"chr14",39181211,"PNN","ENST00000216832.9",1.69730733519034,1527,1502,1501,-652,-653,-2009,25,2153,1356
"chr14",39181241,"PNN","ENST00000216832.9",1.71123491179201,1557,1532,1531,-622,-623,-1979,25,2153,1356
"chr14",39181262,"PNN","ENST00000216832.9",1.72098421541318,1578,1553,1552,-601,-602,-1958,25,2153,1356
"chr14",39181268,"PNN","ENST00000216832.9",1.72376973073352,1584,1559,1558,-595,-596,-1952,25,2153,1356
"chr14",39181314,"PNN","ENST00000216832.9",1.74512534818941,1630,1605,1604,-549,-550,-1906,25,2153,1356
"chr14",39181329,"PNN","ENST00000216832.9",1.75208913649025,1645,1620,1619,-534,-535,-1891,25,2153,1356
"chr14",39181332,"PNN","ENST00000216832.9",1.75348189415042,1648,1623,1622,-531,-532,-1888,25,2153,1356
"chr14",39181341,"PNN","ENST00000216832.9",1.75766016713092,1657,1632,1631,-522,-523,-1879,25,2153,1356
"chr14",39181350,"PNN","ENST00000216832.9",1.76183844011142,1666,1641,1640,-513,-514,-1870,25,2153,1356
"chr14",39181359,"PNN","ENST00000216832.9",1.76601671309192,1675,1650,1649,-504,-505,-1861,25,2153,1356
"chr14",39181367,"PNN","ENST00000216832.9",1.76973073351903,1683,1658,1657,-496,-497,-1853,25,2153,1356
"chr14",39181374,"PNN","ENST00000216832.9",1.77298050139276,1690,1665,1664,-489,-490,-1846,25,2153,1356
"chr14",39181389,"PNN","ENST00000216832.9",1.77994428969359,1705,1680,1679,-474,-475,-1831,25,2153,1356
"chr14",39181393,"PNN","ENST00000216832.9",1.78180129990715,1709,1684,1683,-470,-471,-1827,25,2153,1356
"chr14",39181423,"PNN","ENST00000216832.9",1.79572887650882,1739,1714,1713,-440,-441,-1797,25,2153,1356
"chr14",39181424,"PNN","ENST00000216832.9",1.79619312906221,1740,1715,1714,-439,-440,-1796,25,2153,1356
"chr14",39181441,"PNN","ENST00000216832.9",1.80408542246982,1757,1732,1731,-422,-423,-1779,25,2153,1356
"chr14",39181447,"PNN","ENST00000216832.9",1.80687093779016,1763,1738,1737,-416,-417,-1773,25,2153,1356
"chr14",39181453,"PNN","ENST00000216832.9",1.80965645311049,1769,1744,1743,-410,-411,-1767,25,2153,1356
"chr14",39181465,"PNN","ENST00000216832.9",1.81522748375116,1781,1756,1755,-398,-399,-1755,25,2153,1356
"chr14",39181474,"PNN","ENST00000216832.9",1.81940575673166,1790,1765,1764,-389,-390,-1746,25,2153,1356
"chr14",39181480,"PNN","ENST00000216832.9",1.822191272052,1796,1771,1770,-383,-384,-1740,25,2153,1356
"chr14",39181483,"PNN","ENST00000216832.9",1.82358402971216,1799,1774,1773,-380,-381,-1737,25,2153,1356
"chr14",39181498,"PNN","ENST00000216832.9",1.830547818013,1814,1789,1788,-365,-366,-1722,25,2153,1356
"chr14",39181501,"PNN","ENST00000216832.9",1.83194057567317,1817,1792,1791,-362,-363,-1719,25,2153,1356
"chr14",39181516,"PNN","ENST00000216832.9",1.838904363974,1832,1807,1806,-347,-348,-1704,25,2153,1356
"chr14",39181522,"PNN","ENST00000216832.9",1.84168987929434,1838,1813,1812,-341,-342,-1698,25,2153,1356
"chr14",39181525,"PNN","ENST00000216832.9",1.8430826369545,1841,1816,1815,-338,-339,-1695,25,2153,1356
"chr14",39181531,"PNN","ENST00000216832.9",1.84586815227484,1847,1822,1821,-332,-333,-1689,25,2153,1356
"chr14",39181534,"PNN","ENST00000216832.9",1.847260909935,1850,1825,1824,-329,-330,-1686,25,2153,1356
"chr14",39181543,"PNN","ENST00000216832.9",1.85143918291551,1859,1834,1833,-320,-321,-1677,25,2153,1356
"chr14",39181555,"PNN","ENST00000216832.9",1.85701021355617,1871,1846,1845,-308,-309,-1665,25,2153,1356
"chr14",39181558,"PNN","ENST00000216832.9",1.85840297121634,1874,1849,1848,-305,-306,-1662,25,2153,1356
"chr14",39181561,"PNN","ENST00000216832.9",1.85979572887651,1877,1852,1851,-302,-303,-1659,25,2153,1356
"chr14",39181564,"PNN","ENST00000216832.9",1.86118848653668,1880,1855,1854,-299,-300,-1656,25,2153,1356
"chr14",39181566,"PNN","ENST00000216832.9",1.86211699164345,1882,1857,1856,-297,-298,-1654,25,2153,1356
"chr14",39181570,"PNN","ENST00000216832.9",1.86397400185701,1886,1861,1860,-293,-294,-1650,25,2153,1356
"chr14",39181576,"PNN","ENST00000216832.9",1.86675951717734,1892,1867,1866,-287,-288,-1644,25,2153,1356
"chr14",39181588,"PNN","ENST00000216832.9",1.87233054781801,1904,1879,1878,-275,-276,-1632,25,2153,1356
"chr14",39181594,"PNN","ENST00000216832.9",1.87511606313835,1910,1885,1884,-269,-270,-1626,25,2153,1356
"chr14",39181603,"PNN","ENST00000216832.9",1.87929433611885,1919,1894,1893,-260,-261,-1617,25,2153,1356
"chr14",39181605,"PNN","ENST00000216832.9",1.88022284122563,1921,1896,1895,-258,-259,-1615,25,2153,1356
"chr14",39181615,"PNN","ENST00000216832.9",1.88486536675952,1931,1906,1905,-248,-249,-1605,25,2153,1356
"chr14",39181622,"PNN","ENST00000216832.9",1.88811513463324,1938,1913,1912,-241,-242,-1598,25,2153,1356
"chr14",39181630,"PNN","ENST00000216832.9",1.89182915506035,1946,1921,1920,-233,-234,-1590,25,2153,1356
"chr14",39181633,"PNN","ENST00000216832.9",1.89322191272052,1949,1924,1923,-230,-231,-1587,25,2153,1356
"chr14",39181639,"PNN","ENST00000216832.9",1.89600742804085,1955,1930,1929,-224,-225,-1581,25,2153,1356
"chr14",39181648,"PNN","ENST00000216832.9",1.90018570102136,1964,1939,1938,-215,-216,-1572,25,2153,1356
"chr14",39181667,"PNN","ENST00000216832.9",1.90900649953575,1983,1958,1957,-196,-197,-1553,25,2153,1356
"chr14",39181683,"PNN","ENST00000216832.9",1.91643454038997,1999,1974,1973,-180,-181,-1537,25,2153,1356
"chr14",39181686,"PNN","ENST00000216832.9",1.91782729805014,2002,1977,1976,-177,-178,-1534,25,2153,1356
"chr14",39181689,"PNN","ENST00000216832.9",1.91922005571031,2005,1980,1979,-174,-175,-1531,25,2153,1356
"chr14",39181720,"PNN","ENST00000216832.9",1.93361188486537,2036,2011,2010,-143,-144,-1500,25,2153,1356
"chr14",39181723,"PNN","ENST00000216832.9",1.93500464252553,2039,2014,2013,-140,-141,-1497,25,2153,1356
"chr14",39181726,"PNN","ENST00000216832.9",1.9363974001857,2042,2017,2016,-137,-138,-1494,25,2153,1356
"chr14",39181743,"PNN","ENST00000216832.9",1.94428969359331,2059,2034,2033,-120,-121,-1477,25,2153,1356
"chr14",39181768,"PNN","ENST00000216832.9",1.95589600742804,2084,2059,2058,-95,-96,-1452,25,2153,1356
"chr14",39181780,"PNN","ENST00000216832.9",1.96146703806871,2096,2071,2070,-83,-84,-1440,25,2153,1356
"chr14",39181816,"PNN","ENST00000216832.9",1.97818012999071,2132,2107,2106,-47,-48,-1404,25,2153,1356
"chr14",39181829,"PNN","ENST00000216832.9",1.98421541318477,2145,2120,2119,-34,-35,-1391,25,2153,1356
"chr14",39181839,"PNN","ENST00000216832.9",1.98885793871866,2155,2130,2129,-24,-25,-1381,25,2153,1356
"chr14",39181843,"PNN","ENST00000216832.9",1.99071494893222,2159,2134,2133,-20,-21,-1377,25,2153,1356
"chr14",39181850,"PNN","ENST00000216832.9",1.99396471680594,2166,2141,2140,-13,-14,-1370,25,2153,1356
"chr14",39181853,"PNN","ENST00000216832.9",1.99535747446611,2169,2144,2143,-10,-11,-1367,25,2153,1356
"chr14",75280632,"FOS","ENST00000303562.9",1.4076990376203,620,466,465,-677,-678,-1483,154,1142,805
"chr14",75280641,"FOS","ENST00000303562.9",1.41557305336833,629,475,474,-668,-669,-1474,154,1142,805
"chr14",75280820,"FOS","ENST00000303562.9",1.47156605424322,693,539,538,-604,-605,-1410,154,1142,805
"chr14",75280826,"FOS","ENST00000303562.9",1.47681539807524,699,545,544,-598,-599,-1404,154,1142,805
"chr14",75280875,"FOS","ENST00000303562.9",1.51968503937008,748,594,593,-549,-550,-1355,154,1142,805
"chr14",75280880,"FOS","ENST00000303562.9",1.52405949256343,753,599,598,-544,-545,-1350,154,1142,805
"chr14",75280920,"FOS","ENST00000303562.9",1.55905511811024,793,639,638,-504,-505,-1310,154,1142,805
"chr14",75280951,"FOS","ENST00000303562.9",1.58617672790901,824,670,669,-473,-474,-1279,154,1142,805
"chr14",75281051,"FOS","ENST00000303562.9",1.67366579177603,924,770,769,-373,-374,-1179,154,1142,805
"chr14",75281056,"FOS","ENST00000303562.9",1.67804024496938,929,775,774,-368,-369,-1174,154,1142,805
"chr14",75281059,"FOS","ENST00000303562.9",1.68066491688539,932,778,777,-365,-366,-1171,154,1142,805
"chr14",75281062,"FOS","ENST00000303562.9",1.6832895888014,935,781,780,-362,-363,-1168,154,1142,805
"chr14",75281065,"FOS","ENST00000303562.9",1.68591426071741,938,784,783,-359,-360,-1165,154,1142,805
"chr14",75281069,"FOS","ENST00000303562.9",1.68941382327209,942,788,787,-355,-356,-1161,154,1142,805
"chr14",75281074,"FOS","ENST00000303562.9",1.69378827646544,947,793,792,-350,-351,-1156,154,1142,805
"chr14",75281075,"FOS","ENST00000303562.9",1.69466316710411,948,794,793,-349,-350,-1155,154,1142,805
"chr14",75281116,"FOS","ENST00000303562.9",1.73053368328959,989,835,834,-308,-309,-1114,154,1142,805
"chr14",75281122,"FOS","ENST00000303562.9",1.73578302712161,995,841,840,-302,-303,-1108,154,1142,805
"chr14",75281134,"FOS","ENST00000303562.9",1.74628171478565,1007,853,852,-290,-291,-1096,154,1142,805
"chr14",75281136,"FOS","ENST00000303562.9",1.74803149606299,1009,855,854,-288,-289,-1094,154,1142,805
"chr14",75281151,"FOS","ENST00000303562.9",1.76115485564304,1024,870,869,-273,-274,-1079,154,1142,805
"chr14",75281153,"FOS","ENST00000303562.9",1.76290463692038,1026,872,871,-271,-272,-1077,154,1142,805
"chr14",75281159,"FOS","ENST00000303562.9",1.76815398075241,1032,878,877,-265,-266,-1071,154,1142,805
"chr14",75281163,"FOS","ENST00000303562.9",1.77165354330709,1036,882,881,-261,-262,-1067,154,1142,805
"chr14",75281177,"FOS","ENST00000303562.9",1.78390201224847,1050,896,895,-247,-248,-1053,154,1142,805
"chr14",75281181,"FOS","ENST00000303562.9",1.78740157480315,1054,900,899,-243,-244,-1049,154,1142,805
"chr14",75281184,"FOS","ENST00000303562.9",1.79002624671916,1057,903,902,-240,-241,-1046,154,1142,805
"chr14",75281186,"FOS","ENST00000303562.9",1.7917760279965,1059,905,904,-238,-239,-1044,154,1142,805
"chr14",75281192,"FOS","ENST00000303562.9",1.79702537182852,1065,911,910,-232,-233,-1038,154,1142,805
"chr14",75281201,"FOS","ENST00000303562.9",1.80489938757655,1074,920,919,-223,-224,-1029,154,1142,805
"chr14",75281203,"FOS","ENST00000303562.9",1.80664916885389,1076,922,921,-221,-222,-1027,154,1142,805
"chr14",75281235,"FOS","ENST00000303562.9",1.83464566929134,1108,954,953,-189,-190,-995,154,1142,805
"chr14",75281237,"FOS","ENST00000303562.9",1.83639545056868,1110,956,955,-187,-188,-993,154,1142,805
"chr14",75281243,"FOS","ENST00000303562.9",1.8416447944007,1116,962,961,-181,-182,-987,154,1142,805
"chr14",75281266,"FOS","ENST00000303562.9",1.86176727909011,1139,985,984,-158,-159,-964,154,1142,805
"chr14",75281272,"FOS","ENST00000303562.9",1.86701662292213,1145,991,990,-152,-153,-958,154,1142,805
"chr14",75281278,"FOS","ENST00000303562.9",1.87226596675416,1151,997,996,-146,-147,-952,154,1142,805
"chr14",75281291,"FOS","ENST00000303562.9",1.88363954505687,1164,1010,1009,-133,-134,-939,154,1142,805
"chr14",75281311,"FOS","ENST00000303562.9",1.90113735783027,1184,1030,1029,-113,-114,-919,154,1142,805
"chr14",75281327,"FOS","ENST00000303562.9",1.91513560804899,1200,1046,1045,-97,-98,-903,154,1142,805
"chr14",75281338,"FOS","ENST00000303562.9",1.92475940507437,1211,1057,1056,-86,-87,-892,154,1142,805
"chr14",75281346,"FOS","ENST00000303562.9",1.93175853018373,1219,1065,1064,-78,-79,-884,154,1142,805
"chr14",75281354,"FOS","ENST00000303562.9",1.93875765529309,1227,1073,1072,-70,-71,-876,154,1142,805
"chr14",75281359,"FOS","ENST00000303562.9",1.94313210848644,1232,1078,1077,-65,-66,-871,154,1142,805
"chr14",75281365,"FOS","ENST00000303562.9",1.94838145231846,1238,1084,1083,-59,-60,-865,154,1142,805
"chr14",75281368,"FOS","ENST00000303562.9",1.95100612423447,1241,1087,1086,-56,-57,-862,154,1142,805
"chr14",75281371,"FOS","ENST00000303562.9",1.95363079615048,1244,1090,1089,-53,-54,-859,154,1142,805
"chr14",75281375,"FOS","ENST00000303562.9",1.95713035870516,1248,1094,1093,-49,-50,-855,154,1142,805
"chr14",75281390,"FOS","ENST00000303562.9",1.97025371828521,1263,1109,1108,-34,-35,-840,154,1142,805
"chr14",104770349,"AKT1","ENST00000349310.7",1.99445599445599,1865,1435,1434,-8,-9,-1000,430,1442,991
"chr14",104770352,"AKT1","ENST00000349310.7",1.99237699237699,1862,1432,1431,-11,-12,-1003,430,1442,991
"chr14",104770355,"AKT1","ENST00000349310.7",1.99029799029799,1859,1429,1428,-14,-15,-1006,430,1442,991
"chr14",104770367,"AKT1","ENST00000349310.7",1.98198198198198,1847,1417,1416,-26,-27,-1018,430,1442,991
"chr14",104770372,"AKT1","ENST00000349310.7",1.97851697851698,1842,1412,1411,-31,-32,-1023,430,1442,991
"chr14",104770381,"AKT1","ENST00000349310.7",1.97227997227997,1833,1403,1402,-40,-41,-1032,430,1442,991
"chr14",104770388,"AKT1","ENST00000349310.7",1.96742896742897,1826,1396,1395,-47,-48,-1039,430,1442,991
"chr14",104770397,"AKT1","ENST00000349310.7",1.96119196119196,1817,1387,1386,-56,-57,-1048,430,1442,991
"chr14",104770412,"AKT1","ENST00000349310.7",1.95079695079695,1802,1372,1371,-71,-72,-1063,430,1442,991
"chr14",104770415,"AKT1","ENST00000349310.7",1.94871794871795,1799,1369,1368,-74,-75,-1066,430,1442,991
"chr14",104770746,"AKT1","ENST00000349310.7",1.94386694386694,1792,1362,1361,-81,-82,-1073,430,1442,991
"chr14",104770747,"AKT1","ENST00000349310.7",1.94317394317394,1791,1361,1360,-82,-83,-1074,430,1442,991
"chr14",104770755,"AKT1","ENST00000349310.7",1.93762993762994,1783,1353,1352,-90,-91,-1082,430,1442,991
"chr14",104770763,"AKT1","ENST00000349310.7",1.93208593208593,1775,1345,1344,-98,-99,-1090,430,1442,991
"chr14",104770766,"AKT1","ENST00000349310.7",1.93000693000693,1772,1342,1341,-101,-102,-1093,430,1442,991
"chr14",104770774,"AKT1","ENST00000349310.7",1.92446292446292,1764,1334,1333,-109,-110,-1101,430,1442,991
"chr14",104770820,"AKT1","ENST00000349310.7",1.89258489258489,1718,1288,1287,-155,-156,-1147,430,1442,991
"chr14",104770844,"AKT1","ENST00000349310.7",1.87595287595288,1694,1264,1263,-179,-180,-1171,430,1442,991
"chr14",104772372,"AKT1","ENST00000349310.7",1.86832986832987,1683,1253,1252,-190,-191,-1182,430,1442,991
"chr14",104772375,"AKT1","ENST00000349310.7",1.86625086625087,1680,1250,1249,-193,-194,-1185,430,1442,991
"chr14",104772384,"AKT1","ENST00000349310.7",1.86001386001386,1671,1241,1240,-202,-203,-1194,430,1442,991
"chr14",104772418,"AKT1","ENST00000349310.7",1.83645183645184,1637,1207,1206,-236,-237,-1228,430,1442,991
"chr14",104772427,"AKT1","ENST00000349310.7",1.83021483021483,1628,1198,1197,-245,-246,-1237,430,1442,991
"chr14",104772435,"AKT1","ENST00000349310.7",1.82467082467082,1620,1190,1189,-253,-254,-1245,430,1442,991
"chr14",104772881,"AKT1","ENST00000349310.7",1.81011781011781,1599,1169,1168,-274,-275,-1266,430,1442,991
"chr14",104772885,"AKT1","ENST00000349310.7",1.80734580734581,1595,1165,1164,-278,-279,-1270,430,1442,991
